index,word,weight,number_of_words
9034,muntup,-3.0,1.0
9035,berbadan dua,-3.0,2.0
9036,mengudak,-4.0,1.0
9037,alahan,-3.0,1.0
9038,kekerasan,-4.0,1.0
9039,kelamin,-3.0,1.0
9040,mengoyok,-4.0,1.0
9041,kunjung,-3.0,1.0
9042,gelung,-3.0,1.0
9043,berongga,-3.0,1.0
9044,kelengar,-4.0,1.0
9045,lopak-lapik,-4.0,1.0
9046,setimpal,-5.0,1.0
9047,mariyuana,-3.0,1.0
9048,mahkamah,-3.0,1.0
9049,bertaburan,-5.0,1.0
9050,terjerohok,-4.0,1.0
9051,ringkik,-3.0,1.0
9052,caba,-4.0,1.0
9053,anekdot,-4.0,1.0
9054,tenggarang,-4.0,1.0
9055,mengembus,-4.0,1.0
9056,kobaran,-3.0,1.0
9057,menggelingsir,-3.0,1.0
9058,leduk,-4.0,1.0
9059,serengit,-4.0,1.0
9060,sentilan,-5.0,1.0
9061,menggelinyau,-3.0,1.0
9062,menggondol,-5.0,1.0
9063,kelimut,-3.0,1.0
9064,gorong-gorong,-4.0,1.0
9065,aksa,-4.0,1.0
9066,berdengus,-3.0,1.0
9067,memikat,-4.0,1.0
9068,serik,-3.0,1.0
9069,otak ayam,-5.0,2.0
9070,mengenyam,-3.0,1.0
9071,membegal,-5.0,1.0
9072,pengingkaran,-3.0,1.0
9073,grup,-4.0,1.0
9074,meruntun,-5.0,1.0
9075,ua,-4.0,1.0
9076,semua,-3.0,1.0
9077,uber,-3.0,1.0
9078,hinaan cacian,-5.0,2.0
9079,benah hati,-3.0,2.0
9080,luncas,-3.0,1.0
9081,pengecoh,-4.0,1.0
9082,darat,-3.0,1.0
9083,syak,-3.0,1.0
9084,lakon,-4.0,1.0
9085,bergumam,-3.0,1.0
9086,bimbang,-5.0,1.0
9087,tengkoh,-3.0,1.0
9088,mengorup,-5.0,1.0
9089,cura,-3.0,1.0
9090,pranatal,-3.0,1.0
9091,berkerubung,-4.0,1.0
9092,sepit,-3.0,1.0
9093,uras,-3.0,1.0
9094,beradu mulut,-4.0,2.0
9095,boleh juga,-3.0,2.0
9096,kulak,-3.0,1.0
9097,cantrik,-3.0,1.0
9098,titi,-3.0,1.0
9099,bergerombol,-4.0,1.0
9100,invalid,-5.0,1.0
9101,betul,-4.0,1.0
9102,yang,-5.0,1.0
9103,besi tua,-4.0,2.0
9104,brokat,-4.0,1.0
9105,bercempera,-5.0,1.0
9106,menggagalkan,-3.0,1.0
9107,menilai,-4.0,1.0
9108,khatimah,-3.0,1.0
9109,argumen,-4.0,1.0
9110,keropok,-3.0,1.0
9111,draw,-3.0,1.0
9112,terkuak,-5.0,1.0
9113,beramuk,-4.0,1.0
9114,membeslah,-4.0,1.0
9115,cacing pita,-4.0,2.0
9116,lelung,-3.0,1.0
9117,tubuh,-4.0,1.0
9118,batang,-4.0,1.0
9119,beol,-5.0,1.0
9120,caruk,-4.0,1.0
9121,mencengkam,-4.0,1.0
9122,kenan,-3.0,1.0
9124,berbanding,-3.0,1.0
9125,carut,-5.0,1.0
9126,sipongang,-3.0,1.0
9127,membajak,-5.0,1.0
9128,info,-3.0,1.0
9129,ladang,-4.0,1.0
9130,awur,-4.0,1.0
9131,aiku,-5.0,1.0
9132,berkhianat,-5.0,1.0
9133,pasokan,-3.0,1.0
9134,bergoyah,-4.0,1.0
9135,menuntut,-3.0,1.0
9136,cengger,-3.0,1.0
9137,timpuk,-5.0,1.0
9138,centang,-5.0,1.0
9139,cacing palolo,-4.0,2.0
9140,balik gagang,-5.0,2.0
9141,cacing hitadid,-4.0,2.0
9142,reaksi,-5.0,1.0
9143,berlipat ganda,-3.0,2.0
9144,melandai,-3.0,1.0
9145,berkeping-keping,-5.0,1.0
9146,mengagak-agak,-3.0,1.0
9147,jalan layang,-4.0,2.0
9148,gamat,-5.0,1.0
9149,terkocok,-3.0,1.0
9150,bentak,-5.0,1.0
9151,berumpun,-3.0,1.0
9152,bentan,-4.0,1.0
9153,ngeang,-4.0,1.0
9154,kematian,-5.0,1.0
9155,miskin,-5.0,1.0
9156,kesuraman,-5.0,1.0
9157,pekuk,-3.0,1.0
9158,asmara,-4.0,1.0
9159,praduga,-3.0,1.0
9160,merejeng,-3.0,1.0
9161,berbiak,-3.0,1.0
9162,trayek,-4.0,1.0
9163,arik,-3.0,1.0
9164,mewakili,-3.0,1.0
9165,implikasi,-3.0,1.0
9166,terpulang,-3.0,1.0
9167,memosisikan,-5.0,1.0
9168,demonstrasi,-3.0,1.0
9169,mengambang,-5.0,1.0
9170,kepenatan,-4.0,1.0
9171,kekecewaan,-3.0,1.0
9172,caci maki,-5.0,2.0
9173,menangkal,-4.0,1.0
9174,membandingkan,-3.0,1.0
9175,travesti,-5.0,1.0
9176,memangku,-3.0,1.0
9177,fatal,-5.0,1.0
9178,celih,-4.0,1.0
9179,manasuka,-4.0,1.0
9180,perang mulut,-5.0,2.0
9181,peradam,-5.0,1.0
9182,bertasyakur,-4.0,1.0
9183,goyang,-4.0,1.0
9184,menyayung,-4.0,1.0
9185,embah,-3.0,1.0
9186,sabil,-4.0,1.0
9187,terpuruk,-4.0,1.0
9188,manifestasi,-3.0,1.0
9189,pembarut,-3.0,1.0
9190,memantang,-4.0,1.0
9191,sabit,-3.0,1.0
9192,bahaya,-5.0,1.0
9193,berbohong,-4.0,1.0
9194,menaklukkan,-4.0,1.0
9195,mengoleng,-3.0,1.0
9196,beloon,-3.0,1.0
9197,terkam,-4.0,1.0
9198,horor,-5.0,1.0
9199,lutu,-4.0,1.0
9200,suka hati,-3.0,2.0
9201,bantar,-4.0,1.0
9202,akut,-5.0,1.0
9203,mengikhtisarkan,-3.0,1.0
9204,terguncang,-3.0,1.0
9205,tanggul,-3.0,1.0
9206,usak,-3.0,1.0
9207,serampangan,-5.0,1.0
9208,presentasi,-3.0,1.0
9209,kikis,-5.0,1.0
9210,comblang,-5.0,1.0
9211,jalang,-4.0,1.0
9212,menghasut,-4.0,1.0
9213,polusi,-4.0,1.0
9214,sumarah,-4.0,1.0
9215,seleder,-5.0,1.0
9216,firasat,-4.0,1.0
9217,buncah,-5.0,1.0
9218,yunior,-4.0,1.0
9219,korup,-5.0,1.0
9220,kabil,-4.0,1.0
9221,kapuk,-3.0,1.0
9222,fosil,-4.0,1.0
9223,puaka,-4.0,1.0
9224,ogel,-4.0,1.0
9225,kecaman,-5.0,1.0
9226,biji mata,-3.0,2.0
9227,berbisa,-5.0,1.0
9228,purbasangka,-3.0,1.0
9229,soal jawab,-3.0,2.0
9230,kafe,-4.0,1.0
9231,menampakkan diri,-3.0,2.0
9232,kecapan,-4.0,1.0
9233,jarum,-4.0,1.0
9234,awut-awutan,-5.0,1.0
9235,terjepit,-4.0,1.0
9236,tugal,-4.0,1.0
9237,kicik,-3.0,1.0
9238,bermesraan,-3.0,1.0
9239,gelopak,-4.0,1.0
9240,menyenangkan,-3.0,1.0
9241,rekam,-3.0,1.0
9242,mendapati,-4.0,1.0
9243,kekhawatiran,-4.0,1.0
9244,peretel,-4.0,1.0
9245,ngotot,-4.0,1.0
9246,kontak,-4.0,1.0
9247,memanjatkan doa,-3.0,2.0
9248,tutur kata,-4.0,2.0
9249,bertunangan,-4.0,1.0
9250,karangan,-4.0,1.0
9251,bilik,-3.0,1.0
9252,pertentangan,-5.0,1.0
9253,tumbang vertikal,-3.0,2.0
9254,serasi,-4.0,1.0
9255,tersusul,-3.0,1.0
9256,ikat rambut,-4.0,2.0
9257,berperai-perai,-5.0,1.0
9258,upah,-3.0,1.0
9259,meleja,-5.0,1.0
9260,mencebur,-5.0,1.0
9261,ketenangan,-4.0,1.0
9262,manggak,-5.0,1.0
9263,menengkar,-5.0,1.0
9264,getun,-4.0,1.0
9265,si polan,-3.0,2.0
9266,burai,-5.0,1.0
9267,tengku,-4.0,1.0
9268,kecantol,-3.0,1.0
9269,bala bencana,-5.0,2.0
9270,menceng,-4.0,1.0
9271,berceloteh,-4.0,1.0
9272,sesat pusat,-4.0,2.0
9273,bendoro,-4.0,1.0
9274,menipu,-3.0,1.0
9275,aksioma,-3.0,1.0
9276,ekor,-3.0,1.0
9277,broker,-3.0,1.0
9278,menghadiahkan,-3.0,1.0
9279,berwarna,-3.0,1.0
9280,mencerkau,-4.0,1.0
9281,terempas,-5.0,1.0
9282,ganda,-3.0,1.0
9283,belas,-3.0,1.0
9284,mengejar,-4.0,1.0
9285,tua bangka,-3.0,2.0
9286,walau,-3.0,1.0
9287,jelas,-3.0,1.0
9288,penggali,-4.0,1.0
9289,daki,-4.0,1.0
9290,pembudayaan,-5.0,1.0
9291,bulan-bulanan,-4.0,1.0
9292,menyesalkan,-5.0,1.0
9293,menghancurluluhkan,-4.0,1.0
9294,bahtera,-3.0,1.0
9295,jiplak,-3.0,1.0
9296,dedemit,-4.0,1.0
9297,pembelit,-3.0,1.0
9298,janggal,-4.0,1.0
9299,bertingkuh,-4.0,1.0
9300,menaruh syak,-3.0,2.0
9301,kepincangan,-4.0,1.0
9302,sudi,-3.0,1.0
9303,meraut,-3.0,1.0
9304,berdesakan,-3.0,1.0
9305,penghalang,-5.0,1.0
9306,penis,-5.0,1.0
9307,urgen,-4.0,1.0
9308,memidana,-3.0,1.0
9309,badai,-4.0,1.0
9310,seringing,-4.0,1.0
9311,jajah,-5.0,1.0
9312,anak bukit,-4.0,2.0
9313,merisak,-4.0,1.0
9314,redang,-4.0,1.0
9315,salak,-3.0,1.0
9316,ancai,-5.0,1.0
9317,menyawar,-5.0,1.0
9318,terambau,-5.0,1.0
9319,rida,-3.0,1.0
9320,berhujah,-4.0,1.0
9321,wejangan,-3.0,1.0
9322,sosi,-5.0,1.0
9323,gembol,-4.0,1.0
9324,sirkuler,-3.0,1.0
9325,timah panas,-3.0,2.0
9326,aru-aru,-4.0,1.0
9327,menukik,-4.0,1.0
9328,lorong,-4.0,1.0
9329,mempertaruhkan,-3.0,1.0
9330,roda,-5.0,1.0
9331,daras,-5.0,1.0
9332,menggadaikan,-3.0,1.0
9333,sudu,-3.0,1.0
9334,jeran,-3.0,1.0
9335,memegat,-3.0,1.0
9336,menegangkan,-4.0,1.0
9337,slip,-5.0,1.0
9338,hangat,-3.0,1.0
9339,menjerit,-3.0,1.0
9340,hisap,-3.0,1.0
9341,terpojok,-4.0,1.0
9342,silu,-5.0,1.0
9343,pentung-pentungan,-4.0,1.0
9344,deraan,-5.0,1.0
9345,talas,-3.0,1.0
9346,menggebos,-5.0,1.0
9347,berdusta,-4.0,1.0
9348,cuai,-4.0,1.0
9349,berpencaran,-3.0,1.0
9350,resap,-3.0,1.0
9351,menjelek-jelekkan,-4.0,1.0
9352,usul,-3.0,1.0
9353,sepenuhnya,-3.0,1.0
9354,tedak,-4.0,1.0
9355,pales,-4.0,1.0
9356,mendesak,-4.0,1.0
9357,menggempur,-4.0,1.0
9358,rintik,-3.0,1.0
9359,solokan,-4.0,1.0
9360,brengsek,-5.0,1.0
9361,menggaduhkan,-4.0,1.0
9362,hawa,-4.0,1.0
9363,sulalah,-3.0,1.0
9364,membatasi,-3.0,1.0
9365,ranyah,-5.0,1.0
9366,menjunam,-4.0,1.0
9367,terjang,-3.0,1.0
9368,alkisah,-4.0,1.0
9369,merandu,-4.0,1.0
9370,gulana,-4.0,1.0
9371,kromatis,-3.0,1.0
9372,belaian,-3.0,1.0
9373,menggigih,-4.0,1.0
9374,obral,-3.0,1.0
9375,bergurau senda,-4.0,2.0
9376,batal,-5.0,1.0
9377,batas,-3.0,1.0
9378,gelagat,-4.0,1.0
9379,gegetun,-4.0,1.0
9380,menggali-gali,-4.0,1.0
9381,berawan,-3.0,1.0
9382,cecap,-5.0,1.0
9383,melepek,-4.0,1.0
9384,pegal hati,-4.0,2.0
9385,wedus,-3.0,1.0
9386,penyangga,-3.0,1.0
9387,penyertifikatan,-4.0,1.0
9388,banyak,-3.0,1.0
9389,butut,-5.0,1.0
9390,rendah,-5.0,1.0
9391,memerusa,-4.0,1.0
9392,ciuman,-3.0,1.0
9393,plongah-plongoh,-3.0,1.0
9394,sobat,-4.0,1.0
9395,penanggalan,-4.0,1.0
9396,wawa,-3.0,1.0
9397,beradu lidah,-3.0,2.0
9398,memorakporandakan,-3.0,1.0
9399,lengkap,-3.0,1.0
9400,butuh,-5.0,1.0
9401,murka,-4.0,1.0
9402,mengandung,-3.0,1.0
9403,ikat janji,-4.0,2.0
9404,dungu,-5.0,1.0
9405,terlulur,-3.0,1.0
9406,kelati,-3.0,1.0
9407,raba,-3.0,1.0
9408,menuju,-4.0,1.0
9409,menjamin,-5.0,1.0
9410,engkau,-4.0,1.0
9411,mencempung,-4.0,1.0
9412,perantara,-4.0,1.0
9413,buhuk,-4.0,1.0
9414,semprotan,-5.0,1.0
9415,bergosokan,-3.0,1.0
9416,lindap,-3.0,1.0
9417,sungguhpun,-3.0,1.0
9418,auta,-4.0,1.0
9419,harap-harap,-5.0,1.0
9420,geretan,-4.0,1.0
9421,ingar,-5.0,1.0
9422,labuda,-3.0,1.0
9423,nihil,-4.0,1.0
9424,selokan,-4.0,1.0
9425,juru damai,-3.0,2.0
9426,berhantaran,-5.0,1.0
9427,kelesuan,-5.0,1.0
9428,suram,-5.0,1.0
9429,titian,-4.0,1.0
9430,surah,-4.0,1.0
9431,menghukumkan,-3.0,1.0
9432,amburadul,-5.0,1.0
9433,ceceran,-3.0,1.0
9434,mencoret,-3.0,1.0
9435,buang air,-5.0,2.0
9436,pemerasan,-4.0,1.0
9437,mencekuh,-3.0,1.0
9438,langka,-5.0,1.0
9439,riang gembira,-3.0,2.0
9440,ambalan,-4.0,1.0
9441,bentang,-3.0,1.0
9442,mengentak,-3.0,1.0
9443,keributan,-5.0,1.0
9444,terhambat,-4.0,1.0
9445,menodai,-5.0,1.0
9446,berguyub,-3.0,1.0
9447,globe,-3.0,1.0
9448,cerai-berai,-5.0,1.0
9449,randek,-3.0,1.0
9450,segera,-3.0,1.0
9451,lerak,-4.0,1.0
9452,banal,-3.0,1.0
9453,bogem,-5.0,1.0
9454,kritik,-5.0,1.0
9455,menir,-4.0,1.0
9456,menerjunkan,-5.0,1.0
9457,kehampaan,-3.0,1.0
9458,menyangkak,-5.0,1.0
9459,menggelisahi,-4.0,1.0
9460,ladah,-5.0,1.0
9461,calit,-5.0,1.0
9462,terlanggar,-4.0,1.0
9463,bertumbangan,-3.0,1.0
9464,mengeruh,-3.0,1.0
9465,menginjeksi,-3.0,1.0
9466,bangang,-3.0,1.0
9467,tunjangan,-3.0,1.0
9468,residivis,-5.0,1.0
9469,deras,-3.0,1.0
9470,kritis,-5.0,1.0
9471,bersekutu,-5.0,1.0
9472,bobot,-5.0,1.0
9473,terperuk,-4.0,1.0
9474,lajat,-5.0,1.0
9475,benar,-4.0,1.0
9476,berlinang,-3.0,1.0
9477,celonok,-3.0,1.0
9478,bertamu,-4.0,1.0
9479,kaus,-4.0,1.0
9480,membuncahkan,-4.0,1.0
9481,kewalahan,-3.0,1.0
9482,kernyih,-4.0,1.0
9483,mudik,-3.0,1.0
9484,melankoli,-5.0,1.0
9485,hardikan,-5.0,1.0
9486,kanak-kanak anyir,-3.0,2.0
9487,menimbang,-3.0,1.0
9488,menyatu,-4.0,1.0
9489,meragu,-4.0,1.0
9490,berdasarkan,-4.0,1.0
9491,mencirit,-5.0,1.0
9492,lungse,-4.0,1.0
9493,cerabah,-5.0,1.0
9494,orang halus,-4.0,2.0
9495,bufer,-3.0,1.0
9496,mengabar,-5.0,1.0
9497,sempurna,-3.0,1.0
9498,kerajaan,-3.0,1.0
9499,bimbing,-3.0,1.0
9500,buas,-5.0,1.0
9501,berkuat,-4.0,1.0
9502,belit,-3.0,1.0
9503,tertanam,-5.0,1.0
9504,sajen,-4.0,1.0
9505,anak penak,-3.0,2.0
9506,liplap,-3.0,1.0
9507,kocok,-3.0,1.0
9508,cacian,-5.0,1.0
9509,zat pemabuk,-3.0,2.0
9510,gamak,-4.0,1.0
9511,retas,-3.0,1.0
9512,pariwara,-3.0,1.0
9513,gamam,-4.0,1.0
9514,aru,-5.0,1.0
9515,terlewat,-3.0,1.0
9516,tenggang,-4.0,1.0
9517,menyedot,-3.0,1.0
9518,adegan,-4.0,1.0
9519,capak,-4.0,1.0
9520,kufur,-5.0,1.0
9521,capai,-5.0,1.0
9522,kerbau,-3.0,1.0
9523,bercak,-5.0,1.0
9524,lumer,-3.0,1.0
9525,layak,-5.0,1.0
9526,menyirapkan,-4.0,1.0
9527,menyelak,-4.0,1.0
9528,kumbang,-4.0,1.0
9529,vagina,-4.0,1.0
9530,ulasan pers,-3.0,2.0
9531,gulung tikar,-5.0,2.0
9532,mengabsorpsi,-3.0,1.0
9533,cabik,-3.0,1.0
9534,kelatahan,-5.0,1.0
9535,berpuak-puak,-4.0,1.0
9536,memberhentikan,-5.0,1.0
9537,mengekol,-3.0,1.0
9538,seladang,-3.0,1.0
9539,ihwal,-4.0,1.0
9540,cendekia,-4.0,1.0
9541,gohong,-3.0,1.0
9542,mengubur,-3.0,1.0
9543,amandel,-5.0,1.0
9544,kepetangan,-3.0,1.0
9545,berpasangan,-3.0,1.0
9546,kelompang,-3.0,1.0
9547,selesai,-4.0,1.0
9548,berteraskan,-4.0,1.0
9549,udi,-5.0,1.0
9550,tilas,-3.0,1.0
9551,sakit-sakitan,-4.0,1.0
9552,asal-asalan,-5.0,1.0
9553,hampa,-5.0,1.0
9554,pembendung,-3.0,1.0
9555,melenyapkan,-5.0,1.0
9556,timburu,-5.0,1.0
9557,menampel,-3.0,1.0
9558,tepian mata,-3.0,2.0
9559,menangap,-5.0,1.0
9560,sediaan,-3.0,1.0
9561,paralelogram,-4.0,1.0
9562,labrak,-4.0,1.0
9563,cerita,-4.0,1.0
9564,belanja,-3.0,1.0
9565,unam,-3.0,1.0
9566,cema,-5.0,1.0
9567,idap,-5.0,1.0
9568,perban,-3.0,1.0
9569,lipat dua,-3.0,2.0
9570,boksen,-5.0,1.0
9571,pijat-pijat,-5.0,1.0
9572,menyambung nyawa,-3.0,2.0
9573,pampat,-5.0,1.0
9574,minhaj,-4.0,1.0
9575,defekasi,-5.0,1.0
9576,abdi negara,-3.0,2.0
9577,lalat hijau,-5.0,2.0
9578,membawat,-5.0,1.0
9579,mengirap,-3.0,1.0
9580,mengirat,-5.0,1.0
9581,asah,-3.0,1.0
9582,menolok,-3.0,1.0
9583,beranak cucu,-3.0,2.0
9584,perlina,-3.0,1.0
9585,mil,-3.0,1.0
9586,terban,-4.0,1.0
9587,bunda,-5.0,1.0
9588,pengesahan,-3.0,1.0
9589,anglo,-4.0,1.0
9590,membongkar,-4.0,1.0
9591,krista,-4.0,1.0
9592,hitam,-4.0,1.0
9593,blobor,-3.0,1.0
9594,merampus,-5.0,1.0
9595,jari,-4.0,1.0
9596,menghembalang,-3.0,1.0
9597,destar,-4.0,1.0
9598,mencekak,-4.0,1.0
9599,cemburu,-5.0,1.0
9600,resonansi,-3.0,1.0
9601,gurun,-3.0,1.0
9602,tumpul,-3.0,1.0
9603,guruh,-3.0,1.0
9604,induk semang,-4.0,2.0
9605,bergerombolan berkawanan,-4.0,2.0
9606,kepala udang,-3.0,2.0
9607,pancaran,-3.0,1.0
9608,sendal,-3.0,1.0
9609,bosun,-4.0,1.0
9610,gurub,-5.0,1.0
9611,batuk-batuk,-4.0,1.0
9612,ovipositor,-3.0,1.0
9613,intrinsik,-4.0,1.0
9614,dadah,-4.0,1.0
9615,awi,-3.0,1.0
9616,tumpur,-5.0,1.0
9617,putau,-3.0,1.0
9618,ampai,-4.0,1.0
9619,ifrit,-4.0,1.0
9620,lengkur,-3.0,1.0
9621,menyelentik,-4.0,1.0
9622,embal,-4.0,1.0
9623,melahap,-5.0,1.0
9624,jangkit,-5.0,1.0
9625,mencampurbaurkan,-4.0,1.0
9626,bencana,-5.0,1.0
9627,berparak,-4.0,1.0
9628,tunasusila,-5.0,1.0
9629,ampas,-3.0,1.0
9630,meralip,-5.0,1.0
9631,kepalan,-5.0,1.0
9632,berharap,-3.0,1.0
9633,mulut gatal,-4.0,2.0
9634,mencucuk,-3.0,1.0
9635,menggalakkan,-4.0,1.0
9636,tangkapan,-3.0,1.0
9637,mengusap,-4.0,1.0
9638,anak-anakan,-3.0,1.0
9639,menghardik,-5.0,1.0
9640,kejernihan,-3.0,1.0
9641,beralih,-3.0,1.0
9642,pendongkrak,-3.0,1.0
9643,menundukkan,-4.0,1.0
9644,cukupan,-3.0,1.0
9645,timpang,-4.0,1.0
9646,nis-,-3.0,1.0
9647,liwa,-3.0,1.0
9648,peng-antara,-3.0,1.0
9649,ceker,-3.0,1.0
9650,memvonis,-3.0,1.0
9651,belinjo,-3.0,1.0
9652,meracik,-4.0,1.0
9653,mendasar,-4.0,1.0
9654,rompoh,-4.0,1.0
9655,sulfur,-3.0,1.0
9656,terpancang,-3.0,1.0
9657,terkencar-kencar,-4.0,1.0
9658,menghantui,-4.0,1.0
9659,bangkit,-4.0,1.0
9660,lela,-4.0,1.0
9661,silap,-4.0,1.0
9662,gemal,-5.0,1.0
9663,habis akal,-5.0,2.0
9664,kidib,-3.0,1.0
9665,menyelidiki,-5.0,1.0
9666,kabar burung,-5.0,2.0
9667,gemas,-5.0,1.0
9668,perdebatan,-3.0,1.0
9669,silam,-4.0,1.0
9670,pemberian,-3.0,1.0
9671,pengangkatan,-3.0,1.0
9672,histeris,-4.0,1.0
9673,tegur ajar,-5.0,2.0
9674,berkorban,-3.0,1.0
9675,merindingkan,-4.0,1.0
9676,lali,-4.0,1.0
9677,kemamang,-4.0,1.0
9678,cepat,-3.0,1.0
9679,garis bawah,-3.0,2.0
9680,incang-incut,-4.0,1.0
9681,memikul,-5.0,1.0
9682,menarik,-4.0,1.0
9683,meningkah,-5.0,1.0
9684,ganar,-4.0,1.0
9685,ganas,-5.0,1.0
9686,mengesup,-3.0,1.0
9687,bir,-5.0,1.0
9688,influensa,-3.0,1.0
9689,terhindar,-4.0,1.0
9690,durjana,-5.0,1.0
9691,tabrak,-3.0,1.0
9692,biarpun,-3.0,1.0
9693,setek,-4.0,1.0
9694,kantong perut,-5.0,2.0
9695,menconteng,-3.0,1.0
9696,pelesit,-4.0,1.0
9697,lumut,-3.0,1.0
9698,menyimpang,-4.0,1.0
9699,berkawan,-3.0,1.0
9700,dialog,-3.0,1.0
9701,ujung,-3.0,1.0
9702,ikat,-5.0,1.0
9703,meneguhkan,-3.0,1.0
9704,pengiriman,-5.0,1.0
9705,lepasan,-3.0,1.0
9706,khasi,-4.0,1.0
9707,jenaka,-3.0,1.0
9708,mencalit,-3.0,1.0
9709,goncang,-3.0,1.0
9710,bergumul,-4.0,1.0
9711,membencanai,-4.0,1.0
9712,gelisah,-5.0,1.0
9713,redam,-5.0,1.0
9714,kenestapaan,-3.0,1.0
9715,sidik midik,-3.0,2.0
9716,stagnasi,-5.0,1.0
9717,lingkup,-5.0,1.0
9718,blaster,-3.0,1.0
9719,merentak,-3.0,1.0
9720,bertubrukan,-4.0,1.0
9721,penuh sesak,-3.0,2.0
9722,kakas,-3.0,1.0
9723,celomok,-4.0,1.0
9724,terpaut,-4.0,1.0
9725,cacing rambut kuda,-4.0,3.0
9726,moncong,-3.0,1.0
9727,sentakan,-5.0,1.0
9728,bergesel,-3.0,1.0
9729,rempak,-4.0,1.0
9730,bangsawan,-3.0,1.0
9731,bergesek,-3.0,1.0
9732,kukur,-3.0,1.0
9733,diskredit,-4.0,1.0
9734,kelam,-4.0,1.0
9735,bujukan,-3.0,1.0
9736,mengamput,-3.0,1.0
9737,adil,4.0,1.0
9738,adil,-3.0,1.0
9739,penyalut,-3.0,1.0
9740,terpukul,-4.0,1.0
9741,teralienasi,-3.0,1.0
9742,kukuh,-4.0,1.0
9743,bergeser,-4.0,1.0
9744,biasa,-4.0,1.0
9745,tali jantung,-3.0,2.0
9746,bertitikan,-3.0,1.0
9747,berlengkesa,-3.0,1.0
9748,durkarsa,-5.0,1.0
9749,sesat,-4.0,1.0
9750,puncak,-3.0,1.0
9751,puatang,-5.0,1.0
9752,tangkas,-4.0,1.0
9753,komunikasi,-4.0,1.0
9754,pusang,-5.0,1.0
9755,sempelah,-4.0,1.0
9756,menurunkan,-5.0,1.0
9757,berbakti,-3.0,1.0
9758,menguntungkan,-4.0,1.0
9759,romong,-4.0,1.0
9760,morat-marit,-3.0,1.0
9761,terpacak,-3.0,1.0
9762,jalur,-4.0,1.0
9763,gebu,-3.0,1.0
9764,tekak,-5.0,1.0
9765,murca,-4.0,1.0
9766,lisut,-4.0,1.0
9767,mencemplung,-5.0,1.0
9768,distingsi,-4.0,1.0
9769,gerobak,-4.0,1.0
9770,buletin,-3.0,1.0
9771,berlalu,-5.0,1.0
9772,kekecohan,-5.0,1.0
9773,teologis,-4.0,1.0
9774,menjeramah,-4.0,1.0
9775,menjiplak,-3.0,1.0
9776,garwa ampil,-5.0,2.0
9777,mungil,-4.0,1.0
9778,sumpit,-3.0,1.0
9779,sara,-3.0,1.0
9780,penganggur,-4.0,1.0
9781,menggerenyam,-3.0,1.0
9782,epigon,-3.0,1.0
9783,merayau,-4.0,1.0
9784,merentang-rentang,-5.0,1.0
9785,merayap,-3.0,1.0
9786,memipihkan,-3.0,1.0
9787,berbantah,-5.0,1.0
9788,aparat,-3.0,1.0
9789,kucar-kacir,-5.0,1.0
9790,berdaulat,-3.0,1.0
9791,menyaman,-4.0,1.0
9792,krisis,-4.0,1.0
9793,pengap,-4.0,1.0
9794,adon,-4.0,1.0
9795,spektakel,-3.0,1.0
9796,keras kepala,-4.0,2.0
9797,menyeruput,-3.0,1.0
9798,lawas,-4.0,1.0
9799,cagaran,-3.0,1.0
9800,padang pasir,-3.0,2.0
9801,minim,-3.0,1.0
9802,menyingkapkan,-4.0,1.0
9803,terserak,-3.0,1.0
9804,selebaran,-3.0,1.0
9805,terbuka,-3.0,1.0
9806,meleting,-3.0,1.0
9807,menggarong,-5.0,1.0
9808,berbeda,-4.0,1.0
9809,cembung,-3.0,1.0
9810,kuwur,-4.0,1.0
9811,cerita rekaan,-4.0,2.0
9812,tercengang-cengang,-3.0,1.0
9813,agar,-3.0,1.0
9814,bosman,-4.0,1.0
9815,sama-sama,-4.0,1.0
9816,kebisuan,-4.0,1.0
9817,domot,-5.0,1.0
9818,keterlibatan,-3.0,1.0
9819,sirna,-5.0,1.0
9820,aba-aba,-3.0,1.0
9821,karavan,-4.0,1.0
9822,suka mengganggu,-4.0,2.0
9823,terluang,-3.0,1.0
9824,memenggal lidah,-5.0,2.0
9825,ekofraksia,-5.0,1.0
9826,baterai,-3.0,1.0
9827,pertiwi,-3.0,1.0
9828,penelik,-3.0,1.0
9829,kelebihan,-3.0,1.0
9830,menggeramus,-4.0,1.0
9831,sayu rawan,-3.0,2.0
9832,menyepuk,-5.0,1.0
9833,sajak,-3.0,1.0
9834,prosa,-4.0,1.0
9835,berkupak,-3.0,1.0
9836,cerna,-5.0,1.0
9837,cemoohan,-4.0,1.0
9838,menggila,-4.0,1.0
9839,beleter,-4.0,1.0
9840,menjahatkan,-4.0,1.0
9841,anom,-4.0,1.0
9842,begal,-5.0,1.0
9843,tarekat,-4.0,1.0
9844,rawak,-5.0,1.0
9845,tupai,-5.0,1.0
9846,kasemat,-3.0,1.0
9847,rawan,-5.0,1.0
9848,abnormalitas,-4.0,1.0
9849,mencukupi,-3.0,1.0
9850,jalanan,-4.0,1.0
9851,cemuas,-4.0,1.0
9852,dam,-3.0,1.0
9853,ekspirasi,-3.0,1.0
9854,menyinggang,-4.0,1.0
9855,mengimbangi,-5.0,1.0
9856,penarung,-4.0,1.0
9857,merasi,-3.0,1.0
9858,cacing gelang-gelang,-4.0,2.0
9859,ludes,-5.0,1.0
9860,pedas,-4.0,1.0
9861,pedar,-4.0,1.0
